Trade #,Type,Date and time,Signal,Price USD,Position size (qty),Position size (value),Net P&L USD,Net P&L %,Favorable excursion USD,Favorable excursion %,Adverse excursion USD,Adverse excursion %,Cumulative P&L USD,Cumulative P&L %
88,Exit long,2025-10-04 06:42,Close entry(s) order Long,122337.38,0.008171,999.9482684,-4.33,-0.43,0,0.00,-2.34,-0.23,-305.57,-3.06
88,Entry long,2025-10-04 06:41,Long,122377.71,0.008171,999.9482684,-4.33,-0.43,0,0.00,-2.34,-0.23,-305.57,-3.06
89,Exit long,2025-10-04 07:36,Close entry(s) order Long,122183.01,0.008182,999.9009468,-4.2,-0.42,0,0.00,-2.2,-0.22,-309.77,-3.10
89,Entry long,2025-10-04 07:35,Long,122207.4,0.008182,999.9009468,-4.2,-0.42,0,0.00,-2.2,-0.22,-309.77,-3.10
90,Exit long,2025-10-04 08:31,Close entry(s) order Long,122199.25,0.008179,999.9709196,-4.5,-0.45,0,0.00,-2.5,-0.25,-314.27,-3.14
90,Entry long,2025-10-04 08:02,Long,122260.78,0.008179,999.9709196,-4.5,-0.45,0,0.00,-2.5,-0.25,-314.27,-3.14
91,Exit long,2025-10-04 09:33,Close entry(s) order Long,122154.43,0.008182,999.8951376,-4.43,-0.44,0,0.00,-2.47,-0.25,-318.7,-3.19
91,Entry long,2025-10-04 09:05,Long,122206.69,0.008182,999.8951376,-4.43,-0.44,0,0.00,-2.47,-0.25,-318.7,-3.19
92,Exit long,2025-10-04 10:40,Close entry(s) order Long,122058.4,0.008191,999.9402427,-4.16,-0.42,0,0.00,-2.64,-0.26,-322.86,-3.23
92,Entry long,2025-10-04 10:20,Long,122077.92,0.008191,999.9402427,-4.16,-0.42,0,0.00,-2.64,-0.26,-322.86,-3.23
93,Exit long,2025-10-04 11:40,Close entry(s) order Long,121826.91,0.008203,999.8946773,-4.55,-0.45,0,0.00,-2.78,-0.28,-327.41,-3.27
93,Entry long,2025-10-04 11:32,Long,121893.78,0.008203,999.8946773,-4.55,-0.45,0,0.00,-2.78,-0.28,-327.41,-3.27
94,Exit long,2025-10-04 11:44,Close entry(s) order Long,121840.43,0.008206,999.9969461,-4.17,-0.42,0,0.00,-2.24,-0.22,-331.58,-3.32
94,Entry long,2025-10-04 11:42,Long,121861.68,0.008206,999.9969461,-4.17,-0.42,0,0.00,-2.24,-0.22,-331.58,-3.32
95,Exit long,2025-10-04 12:33,Close entry(s) order Long,121815.83,0.008204,999.9455245,-4.57,-0.46,0,0.00,-2.68,-0.27,-336.15,-3.36
95,Entry long,2025-10-04 12:11,Long,121885.12,0.008204,999.9455245,-4.57,-0.46,0,0.00,-2.68,-0.27,-336.15,-3.36
96,Exit long,2025-10-04 13:58,Close entry(s) order Long,122150.19,0.008198,999.9244885,-2.54,-0.25,0.26,0.03,-2.3,-0.23,-338.69,-3.39
96,Entry long,2025-10-04 13:02,Long,121971.76,0.008198,999.9244885,-2.54,-0.25,0.26,0.03,-2.3,-0.23,-338.69,-3.39
97,Exit long,2025-10-04 14:21,Close entry(s) order Long,122071.38,0.008183,999.9907495,-5.08,-0.51,0,0.00,-3.24,-0.32,-343.77,-3.44
97,Entry long,2025-10-04 14:15,Long,122203.44,0.008183,999.9907495,-5.08,-0.51,0,0.00,-3.24,-0.32,-343.77,-3.44
98,Exit long,2025-10-04 15:56,Close entry(s) order Long,121456.44,0.008226,999.9358612,-4.83,-0.48,0,0.00,-2.87,-0.29,-348.6,-3.49
98,Entry long,2025-10-04 15:45,Long,121557.97,0.008226,999.9358612,-4.83,-0.48,0,0.00,-2.87,-0.29,-348.6,-3.49
99,Exit long,2025-10-04 16:12,Close entry(s) order Long,121462.51,0.008225,999.9042847,-4.87,-0.49,0,0.00,-2.89,-0.29,-353.47,-3.53
99,Entry long,2025-10-04 16:05,Long,121568.91,0.008225,999.9042847,-4.87,-0.49,0,0.00,-2.89,-0.29,-353.47,-3.53
100,Exit long,2025-10-04 16:48,Close entry(s) order Long,121241.81,0.008232,999.9199661,-5.85,-0.58,0,0.00,-3.86,-0.38,-359.33,-3.59
100,Entry long,2025-10-04 16:34,Long,121467.44,0.008232,999.9199661,-5.85,-0.58,0,0.00,-3.86,-0.38,-359.33,-3.59
101,Exit long,2025-10-04 17:39,Close entry(s) order Long,121320.72,0.00824,999.9405624,-4.26,-0.42,0,0.00,-2.28,-0.23,-363.58,-3.64
101,Entry long,2025-10-04 17:04,Long,121352.01,0.00824,999.9405624,-4.26,-0.42,0,0.00,-2.28,-0.23,-363.58,-3.64
102,Exit long,2025-10-04 18:15,Close entry(s) order Long,121283.32,0.008238,999.9764675,-4.84,-0.48,0,0.00,-2.97,-0.30,-368.43,-3.68
102,Entry long,2025-10-04 18:03,Long,121385.83,0.008238,999.9764675,-4.84,-0.48,0,0.00,-2.97,-0.30,-368.43,-3.68
103,Exit long,2025-10-04 20:50,Close entry(s) order Long,121518.07,0.008248,999.913453,-1.64,-0.16,1.6,0.16,-2.32,-0.23,-370.06,-3.70
103,Entry long,2025-10-04 19:06,Long,121231.02,0.008248,999.913453,-1.64,-0.16,1.6,0.16,-2.32,-0.23,-370.06,-3.70
104,Exit long,2025-10-04 21:50,Close entry(s) order Long,121833.76,0.008224,999.9934147,-2.04,-0.20,1.28,0.13,-2.07,-0.21,-372.1,-3.72
104,Entry long,2025-10-04 21:09,Long,121594.53,0.008224,999.9934147,-2.04,-0.20,1.28,0.13,-2.07,-0.21,-372.1,-3.72
105,Exit long,2025-10-04 23:03,Close entry(s) order Long,121938.3,0.008206,999.9783185,-3.35,-0.33,0,0.00,-2.07,-0.21,-375.45,-3.75
105,Entry long,2025-10-04 22:18,Long,121859.41,0.008206,999.9783185,-3.35,-0.33,0,0.00,-2.07,-0.21,-375.45,-3.75
106,Exit long,2025-10-04 23:12,Close entry(s) order Long,121919.82,0.008198,999.9721189,-4.47,-0.45,0,0.00,-2.47,-0.25,-379.93,-3.80
106,Entry long,2025-10-04 23:08,Long,121977.57,0.008198,999.9721189,-4.47,-0.45,0,0.00,-2.47,-0.25,-379.93,-3.80
107,Exit long,2025-10-05 00:06,Close entry(s) order Long,121976.06,0.008198,999.8921064,-3.93,-0.39,0,0.00,-2.17,-0.22,-383.86,-3.84
107,Entry long,2025-10-04 23:32,Long,121967.81,0.008198,999.8921064,-3.93,-0.39,0,0.00,-2.17,-0.22,-383.86,-3.84
108,Exit long,2025-10-05 00:39,Close entry(s) order Long,121998.68,0.008194,999.9689656,-4.31,-0.43,0,0.00,-2.43,-0.24,-388.17,-3.88
108,Entry long,2025-10-05 00:22,Long,122036.73,0.008194,999.9689656,-4.31,-0.43,0,0.00,-2.43,-0.24,-388.17,-3.88
109,Exit long,2025-10-05 01:21,Close entry(s) order Long,121826.5,0.008199,999.9186378,-5.06,-0.51,0,0.00,-3.06,-0.31,-393.23,-3.93
109,Entry long,2025-10-05 01:10,Long,121956.17,0.008199,999.9186378,-5.06,-0.51,0,0.00,-3.06,-0.31,-393.23,-3.93
110,Exit long,2025-10-05 03:15,Close entry(s) order Long,123085.06,0.008201,999.8997901,5.5,0.55,13.74,1.37,-2.01,-0.20,-387.73,-3.88
110,Entry long,2025-10-05 01:30,Long,121924.13,0.008201,999.8997901,5.5,0.55,13.74,1.37,-2.01,-0.20,-387.73,-3.88
111,Exit long,2025-10-05 03:55,Close entry(s) order Long,123288.59,0.008107,999.922001,-4.42,-0.44,0.14,0.01,-2.87,-0.29,-392.15,-3.92
111,Entry long,2025-10-05 03:30,Long,123340.57,0.008107,999.922001,-4.42,-0.44,0.14,0.01,-2.87,-0.29,-392.15,-3.92
112,Exit long,2025-10-05 04:10,Close entry(s) order Long,123245.27,0.008099,999.9620677,-5.79,-0.58,0,0.00,-3.8,-0.38,-397.94,-3.98
112,Entry long,2025-10-05 04:05,Long,123467.35,0.008099,999.9620677,-5.79,-0.58,0,0.00,-3.8,-0.38,-397.94,-3.98
113,Exit long,2025-10-05 05:09,Close entry(s) order Long,124033.65,0.008105,999.9912527,1.29,0.13,9.93,0.99,-2,-0.20,-396.65,-3.97
113,Entry long,2025-10-05 04:19,Long,123379.55,0.008105,999.9912527,1.29,0.13,9.93,0.99,-2,-0.20,-396.65,-3.97
114,Exit long,2025-10-05 05:17,Close entry(s) order Long,124051.1,0.008046,999.920673,-5.8,-0.58,0,0.00,-4.28,-0.43,-402.45,-4.02
114,Entry long,2025-10-05 05:14,Long,124275.5,0.008046,999.920673,-5.8,-0.58,0,0.00,-4.28,-0.43,-402.45,-4.02
115,Exit long,2025-10-05 05:45,Close entry(s) order Long,124193.67,0.008036,999.9126494,-5.89,-0.59,0,0.00,-3.92,-0.39,-408.34,-4.08
115,Entry long,2025-10-05 05:25,Long,124429.15,0.008036,999.9126494,-5.89,-0.59,0,0.00,-3.92,-0.39,-408.34,-4.08
116,Exit long,2025-10-05 06:11,Close entry(s) order Long,124140.57,0.008046,999.9265466,-5.09,-0.51,0,0.00,-3.17,-0.32,-413.43,-4.13
116,Entry long,2025-10-05 06:03,Long,124276.23,0.008046,999.9265466,-5.09,-0.51,0,0.00,-3.17,-0.32,-413.43,-4.13
117,Exit long,2025-10-05 07:02,Close entry(s) order Long,124000.17,0.008058,999.9168171,-4.72,-0.47,0,0.00,-2.72,-0.27,-418.15,-4.18
117,Entry long,2025-10-05 06:46,Long,124089.95,0.008058,999.9168171,-4.72,-0.47,0,0.00,-2.72,-0.27,-418.15,-4.18
118,Exit long,2025-10-05 07:24,Close entry(s) order Long,124007.65,0.008054,999.8943547,-5.13,-0.51,0,0.00,-3.19,-0.32,-423.29,-4.23
118,Entry long,2025-10-05 07:13,Long,124148.79,0.008054,999.8943547,-5.13,-0.51,0,0.00,-3.19,-0.32,-423.29,-4.23
119,Exit long,2025-10-05 08:03,Close entry(s) order Long,123785.83,0.008066,999.8854773,-5.43,-0.54,0,0.00,-3.51,-0.35,-428.71,-4.29
119,Entry long,2025-10-05 07:54,Long,123962.99,0.008066,999.8854773,-5.43,-0.54,0,0.00,-3.51,-0.35,-428.71,-4.29
120,Exit long,2025-10-05 08:28,Close entry(s) order Long,123756.41,0.008073,999.9097512,-4.82,-0.48,0,0.00,-2.92,-0.29,-433.53,-4.34
120,Entry long,2025-10-05 08:26,Long,123858.51,0.008073,999.9097512,-4.82,-0.48,0,0.00,-2.92,-0.29,-433.53,-4.34
121,Exit long,2025-10-05 10:33,Close entry(s) order Long,121924.83,0.00819,999.8823744,-5.31,-0.53,0,0.00,-3.91,-0.39,-438.85,-4.39
121,Entry long,2025-10-05 10:21,Long,122085.76,0.00819,999.8823744,-5.31,-0.53,0,0.00,-3.91,-0.39,-438.85,-4.39
122,Exit long,2025-10-05 12:03,Close entry(s) order Long,122404.91,0.008195,999.9327569,-0.83,-0.08,3.79,0.38,-2.3,-0.23,-439.68,-4.40
122,Entry long,2025-10-05 10:46,Long,122017.42,0.008195,999.9327569,-0.83,-0.08,3.79,0.38,-2.3,-0.23,-439.68,-4.40
123,Exit long,2025-10-05 12:28,Close entry(s) order Long,122373.9,0.008165,999.9206013,-4.74,-0.47,0,0.00,-2.9,-0.29,-444.41,-4.44
123,Entry long,2025-10-05 12:24,Long,122464.25,0.008165,999.9206013,-4.74,-0.47,0,0.00,-2.9,-0.29,-444.41,-4.44
124,Exit long,2025-10-05 13:00,Close entry(s) order Long,122283.65,0.008167,999.9319536,-5.24,-0.52,0,0.00,-3.24,-0.32,-449.65,-4.50
124,Entry long,2025-10-05 12:51,Long,122435.65,0.008167,999.9319536,-5.24,-0.52,0,0.00,-3.24,-0.32,-449.65,-4.50
125,Exit long,2025-10-05 13:50,Close entry(s) order Long,122454.45,0.008169,999.9657379,-3.64,-0.36,0,0.00,-2.29,-0.23,-453.29,-4.53
125,Entry long,2025-10-05 13:04,Long,122409.81,0.008169,999.9657379,-3.64,-0.36,0,0.00,-2.29,-0.23,-453.29,-4.53
126,Exit long,2025-10-05 14:19,Close entry(s) order Long,122426.44,0.008163,999.9450518,-4.58,-0.46,0,0.00,-2.77,-0.28,-457.87,-4.58
126,Entry long,2025-10-05 14:03,Long,122497.25,0.008163,999.9450518,-4.58,-0.46,0,0.00,-2.77,-0.28,-457.87,-4.58
127,Exit long,2025-10-05 15:27,Close entry(s) order Long,122172.96,0.00818,999.9983742,-4.62,-0.46,0,0.00,-2.68,-0.27,-462.49,-4.62
127,Entry long,2025-10-05 15:18,Long,122249.19,0.00818,999.9983742,-4.62,-0.46,0,0.00,-2.68,-0.27,-462.49,-4.62
128,Exit long,2025-10-05 16:30,Close entry(s) order Long,122189.99,0.008186,999.9639407,-3.72,-0.37,0.04,0.00,-2.72,-0.27,-466.21,-4.66
128,Entry long,2025-10-05 15:57,Long,122155.38,0.008186,999.9639407,-3.72,-0.37,0.04,0.00,-2.72,-0.27,-466.21,-4.66
129,Exit long,2025-10-05 16:47,Close entry(s) order Long,122080.21,0.008171,999.9019388,-6.38,-0.64,0,0.00,-4.76,-0.48,-472.58,-4.73
129,Entry long,2025-10-05 16:37,Long,122372.04,0.008171,999.9019388,-6.38,-0.64,0,0.00,-4.76,-0.48,-472.58,-4.73
130,Exit long,2025-10-05 17:32,Close entry(s) order Long,122493.65,0.008165,999.886145,-3.73,-0.37,0.22,0.02,-2.13,-0.21,-476.31,-4.76
130,Entry long,2025-10-05 16:57,Long,122460.03,0.008165,999.886145,-3.73,-0.37,0.22,0.02,-2.13,-0.21,-476.31,-4.76
131,Exit long,2025-10-05 18:09,Close entry(s) order Long,122339.91,0.008162,999.9551054,-5.41,-0.54,0,0.00,-3.76,-0.37,-481.72,-4.82
131,Entry long,2025-10-05 18:00,Long,122513.49,0.008162,999.9551054,-5.41,-0.54,0,0.00,-3.76,-0.37,-481.72,-4.82
132,Exit long,2025-10-05 19:06,Close entry(s) order Long,122517.16,0.008165,999.9312974,-3.58,-0.36,0,0.00,-2.35,-0.23,-485.3,-4.85
132,Entry long,2025-10-05 18:27,Long,122465.56,0.008165,999.9312974,-3.58,-0.36,0,0.00,-2.35,-0.23,-485.3,-4.85
133,Exit long,2025-10-05 19:33,Close entry(s) order Long,122440,0.008163,999.9192567,-4.44,-0.44,0,0.00,-2.77,-0.28,-489.74,-4.90
133,Entry long,2025-10-05 19:26,Long,122494.09,0.008163,999.9192567,-4.44,-0.44,0,0.00,-2.77,-0.28,-489.74,-4.90
134,Exit long,2025-10-05 19:38,Close entry(s) order Long,122338.42,0.008161,999.8862913,-5.48,-0.55,0,0.00,-3.48,-0.35,-495.22,-4.95
134,Entry long,2025-10-05 19:34,Long,122520.07,0.008161,999.8862913,-5.48,-0.55,0,0.00,-3.48,-0.35,-495.22,-4.95
135,Exit long,2025-10-05 20:59,Close entry(s) order Long,122424.25,0.008168,999.9946811,-4.03,-0.40,0.5,0.05,-3.07,-0.31,-499.26,-4.99
135,Entry long,2025-10-05 20:10,Long,122428.34,0.008168,999.9946811,-4.03,-0.40,0.5,0.05,-3.07,-0.31,-499.26,-4.99
136,Exit long,2025-10-05 21:33,Close entry(s) order Long,122456.25,0.008158,999.8798857,-4.88,-0.49,0,0.00,-2.9,-0.29,-504.14,-5.04
136,Entry long,2025-10-05 21:20,Long,122564.34,0.008158,999.8798857,-4.88,-0.49,0,0.00,-2.9,-0.29,-504.14,-5.04
137,Exit long,2025-10-05 22:12,Close entry(s) order Long,122539.5,0.008157,999.9751948,-4.42,-0.44,0,0.00,-3.37,-0.34,-508.56,-5.09
137,Entry long,2025-10-05 21:49,Long,122591.05,0.008157,999.9751948,-4.42,-0.44,0,0.00,-3.37,-0.34,-508.56,-5.09
138,Exit long,2025-10-05 22:36,Close entry(s) order Long,122660.84,0.008155,999.9020017,-3.6,-0.36,0.28,0.03,-2.27,-0.23,-512.16,-5.12
138,Entry long,2025-10-05 22:15,Long,122612.14,0.008155,999.9020017,-3.6,-0.36,0.28,0.03,-2.27,-0.23,-512.16,-5.12
139,Exit long,2025-10-05 22:45,Close entry(s) order Long,122663.18,0.008151,999.9980176,-4.17,-0.42,0,0.00,-2.36,-0.24,-516.33,-5.16
139,Entry long,2025-10-05 22:41,Long,122684.09,0.008151,999.9980176,-4.17,-0.42,0,0.00,-2.36,-0.24,-516.33,-5.16
140,Exit long,2025-10-06 00:04,Close entry(s) order Long,122956.12,0.008147,999.9282367,-2.21,-0.22,0.51,0.05,-2.4,-0.24,-518.54,-5.19
140,Entry long,2025-10-05 22:56,Long,122735.76,0.008147,999.9282367,-2.21,-0.22,0.51,0.05,-2.4,-0.24,-518.54,-5.19
141,Exit long,2025-10-06 00:29,Close entry(s) order Long,123115.28,0.008123,999.8962174,-3.83,-0.38,3.93,0.39,-2.9,-0.29,-522.37,-5.22
141,Entry long,2025-10-06 00:14,Long,123094.45,0.008123,999.8962174,-3.83,-0.38,3.93,0.39,-2.9,-0.29,-522.37,-5.22
142,Exit long,2025-10-06 00:36,Close entry(s) order Long,123264.55,0.008109,999.8884351,-4.34,-0.43,0,0.00,-3.18,-0.32,-526.7,-5.27
142,Entry long,2025-10-06 00:34,Long,123306.01,0.008109,999.8884351,-4.34,-0.43,0,0.00,-3.18,-0.32,-526.7,-5.27
143,Exit long,2025-10-06 02:08,Close entry(s) order Long,123497.5,0.00812,999.917506,-1.12,-0.11,3.45,0.34,-3.76,-0.38,-527.83,-5.28
143,Entry long,2025-10-06 01:08,Long,123142.55,0.00812,999.917506,-1.12,-0.11,3.45,0.34,-3.76,-0.38,-527.83,-5.28
144,Exit long,2025-10-06 02:31,Close entry(s) order Long,123456.94,0.008093,999.9035034,-4.76,-0.48,0,0.00,-3.08,-0.31,-532.59,-5.33
144,Entry long,2025-10-06 02:24,Long,123551.65,0.008093,999.9035034,-4.76,-0.48,0,0.00,-3.08,-0.31,-532.59,-5.33
145,Exit long,2025-10-06 03:25,Close entry(s) order Long,123759.71,0.008093,999.9067406,-2.32,-0.23,0.68,0.07,-2.01,-0.20,-534.91,-5.35
145,Entry long,2025-10-06 02:47,Long,123552.05,0.008093,999.9067406,-2.32,-0.23,0.68,0.07,-2.01,-0.20,-534.91,-5.35
146,Exit long,2025-10-06 03:37,Close entry(s) order Long,123694.59,0.008077,999.9814659,-4.9,-0.49,0,0.00,-3.1,-0.31,-539.81,-5.40
146,Entry long,2025-10-06 03:27,Long,123806.05,0.008077,999.9814659,-4.9,-0.49,0,0.00,-3.1,-0.31,-539.81,-5.40
147,Exit long,2025-10-06 04:34,Close entry(s) order Long,123613.69,0.008081,999.9571626,-5.03,-0.50,0,0.00,-3.38,-0.34,-544.84,-5.45
147,Entry long,2025-10-06 04:16,Long,123741.76,0.008081,999.9571626,-5.03,-0.50,0,0.00,-3.38,-0.34,-544.84,-5.45
148,Exit long,2025-10-06 05:35,Close entry(s) order Long,123237.18,0.008106,999.8960945,-4.93,-0.49,0,0.00,-3.07,-0.31,-549.78,-5.50
148,Entry long,2025-10-06 05:28,Long,123352.59,0.008106,999.8960945,-4.93,-0.49,0,0.00,-3.07,-0.31,-549.78,-5.50
149,Exit long,2025-10-06 06:54,Close entry(s) order Long,123607.01,0.008102,999.9369301,-2.48,-0.25,1.68,0.17,-3.47,-0.35,-552.25,-5.52
149,Entry long,2025-10-06 05:48,Long,123418.53,0.008102,999.9369301,-2.48,-0.25,1.68,0.17,-3.47,-0.35,-552.25,-5.52
150,Exit long,2025-10-06 07:04,Close entry(s) order Long,123583.61,0.008084,999.9857071,-4.93,-0.49,0,0.00,-2.94,-0.29,-557.19,-5.57
150,Entry long,2025-10-06 07:03,Long,123699.37,0.008084,999.9857071,-4.93,-0.49,0,0.00,-2.94,-0.29,-557.19,-5.57
151,Exit long,2025-10-06 07:28,Close entry(s) order Long,123634.1,0.008082,999.9917599,-4.78,-0.48,0,0.00,-2.99,-0.30,-561.97,-5.62
151,Entry long,2025-10-06 07:13,Long,123730.73,0.008082,999.9917599,-4.78,-0.48,0,0.00,-2.99,-0.30,-561.97,-5.62
152,Exit long,2025-10-06 09:31,Close entry(s) order Long,123620.2,0.008108,999.9572076,-1.65,-0.16,1.45,0.14,-2.53,-0.25,-563.62,-5.64
152,Entry long,2025-10-06 08:08,Long,123329.7,0.008108,999.9572076,-1.65,-0.16,1.45,0.14,-2.53,-0.25,-563.62,-5.64
153,Exit long,2025-10-06 10:12,Close entry(s) order Long,123617.6,0.008084,999.9507034,-4.62,-0.46,0,0.00,-3.22,-0.32,-568.24,-5.68
153,Entry long,2025-10-06 09:55,Long,123695.04,0.008084,999.9507034,-4.62,-0.46,0,0.00,-3.22,-0.32,-568.24,-5.68
154,Exit long,2025-10-06 10:17,Close entry(s) order Long,123530.9,0.008086,999.9255144,-5.05,-0.50,0,0.00,-3.08,-0.31,-573.29,-5.73
154,Entry long,2025-10-06 10:13,Long,123661.33,0.008086,999.9255144,-5.05,-0.50,0,0.00,-3.08,-0.31,-573.29,-5.73
155,Exit long,2025-10-06 11:00,Close entry(s) order Long,123652.83,0.008083,999.9828486,-4.5,-0.45,0,0.00,-2.5,-0.25,-577.79,-5.78
155,Entry long,2025-10-06 10:24,Long,123714.32,0.008083,999.9828486,-4.5,-0.45,0,0.00,-2.5,-0.25,-577.79,-5.78
156,Exit long,2025-10-06 11:10,Close entry(s) order Long,123691.12,0.008077,999.9569118,-4.9,-0.49,0,0.00,-3.22,-0.32,-582.69,-5.83
156,Entry long,2025-10-06 11:05,Long,123803.01,0.008077,999.9569118,-4.9,-0.49,0,0.00,-3.22,-0.32,-582.69,-5.83
157,Exit long,2025-10-06 12:31,Close entry(s) order Long,124182.06,0.008079,999.9934943,-0.73,-0.07,3.79,0.38,-2.1,-0.21,-583.42,-5.83
157,Entry long,2025-10-06 11:18,Long,123776.89,0.008079,999.9934943,-0.73,-0.07,3.79,0.38,-2.1,-0.21,-583.42,-5.83
158,Exit long,2025-10-06 13:33,Close entry(s) order Long,124320.55,0.008044,999.8934124,-3.86,-0.39,0.67,0.07,-3.09,-0.31,-587.28,-5.87
158,Entry long,2025-10-06 12:50,Long,124303.01,0.008044,999.8934124,-3.86,-0.39,0.67,0.07,-3.09,-0.31,-587.28,-5.87
159,Exit long,2025-10-06 13:44,Close entry(s) order Long,124281.53,0.008031,999.9058389,-5.8,-0.58,0,0.00,-4.81,-0.48,-593.08,-5.93
159,Entry long,2025-10-06 13:40,Long,124505.77,0.008031,999.9058389,-5.8,-0.58,0,0.00,-4.81,-0.48,-593.08,-5.93
160,Exit long,2025-10-06 14:22,Close entry(s) order Long,124553.8,0.008031,999.9462348,-3.66,-0.36,2.49,0.25,-2.28,-0.23,-596.73,-5.97
160,Entry long,2025-10-06 13:55,Long,124510.8,0.008031,999.9462348,-3.66,-0.36,2.49,0.25,-2.28,-0.23,-596.73,-5.97
161,Exit long,2025-10-06 14:42,Close entry(s) order Long,124706.7,0.00801,999.9547029,-5.05,-0.50,0,0.00,-4.56,-0.45,-601.79,-6.02
161,Entry long,2025-10-06 14:31,Long,124838.29,0.00801,999.9547029,-5.05,-0.50,0,0.00,-4.56,-0.45,-601.79,-6.02
162,Exit long,2025-10-06 15:46,Close entry(s) order Long,124760.31,0.00802,999.9267028,-3.35,-0.33,2.41,0.24,-2,-0.20,-605.14,-6.05
162,Entry long,2025-10-06 15:15,Long,124679.14,0.00802,999.9267028,-3.35,-0.33,2.41,0.24,-2,-0.20,-605.14,-6.05
163,Exit long,2025-10-06 15:59,Close entry(s) order Long,124750.4,0.008005,999.9735531,-5.34,-0.53,0,0.00,-3.4,-0.34,-610.48,-6.10
163,Entry long,2025-10-06 15:52,Long,124918.62,0.008005,999.9735531,-5.34,-0.53,0,0.00,-3.4,-0.34,-610.48,-6.10
164,Exit long,2025-10-06 17:32,Close entry(s) order Long,124965.44,0.008016,999.981491,-2.26,-0.23,4.16,0.42,-2.2,-0.22,-612.74,-6.13
164,Entry long,2025-10-06 16:34,Long,124748.19,0.008016,999.981491,-2.26,-0.23,4.16,0.42,-2.2,-0.22,-612.74,-6.13
165,Exit long,2025-10-06 18:26,Close entry(s) order Long,124808.54,0.008001,999.9653,-5.37,-0.54,0,0.00,-3.37,-0.34,-618.11,-6.18
165,Entry long,2025-10-06 18:08,Long,124980.04,0.008001,999.9653,-5.37,-0.54,0,0.00,-3.37,-0.34,-618.11,-6.18
166,Exit long,2025-10-06 19:10,Close entry(s) order Long,125273.32,0.008005,999.9272041,-1.12,-0.11,4.79,0.48,-2.24,-0.22,-619.23,-6.19
166,Entry long,2025-10-06 18:34,Long,124912.83,0.008005,999.9272041,-1.12,-0.11,4.79,0.48,-2.24,-0.22,-619.23,-6.19
167,Exit long,2025-10-06 20:22,Close entry(s) order Long,124884.16,0.007996,999.9480159,-5.37,-0.54,0,0.00,-3.62,-0.36,-624.6,-6.25
167,Entry long,2025-10-06 19:59,Long,125056.03,0.007996,999.9480159,-5.37,-0.54,0,0.00,-3.62,-0.36,-624.6,-6.25
168,Exit long,2025-10-06 20:45,Close entry(s) order Long,124926.01,0.007997,999.9721498,-4.94,-0.49,0,0.00,-3.26,-0.33,-629.54,-6.30
168,Entry long,2025-10-06 20:34,Long,125043.41,0.007997,999.9721498,-4.94,-0.49,0,0.00,-3.26,-0.33,-629.54,-6.30
169,Exit long,2025-10-06 20:52,Close entry(s) order Long,124915.77,0.008001,999.900652,-4.45,-0.44,0,0.00,-2.69,-0.27,-633.99,-6.34
169,Entry long,2025-10-06 20:49,Long,124971.96,0.008001,999.900652,-4.45,-0.44,0,0.00,-2.69,-0.27,-633.99,-6.34
170,Exit long,2025-10-06 22:31,Close entry(s) order Long,124726.93,0.008024,999.9824143,-3.18,-0.32,1.21,0.12,-2.88,-0.29,-637.16,-6.37
170,Entry long,2025-10-06 21:42,Long,124623.93,0.008024,999.9824143,-3.18,-0.32,1.21,0.12,-2.88,-0.29,-637.16,-6.37
171,Exit long,2025-10-06 23:07,Close entry(s) order Long,124616.94,0.008011,999.9051417,-5.6,-0.56,0,0.00,-3.66,-0.37,-642.76,-6.43
171,Entry long,2025-10-06 22:55,Long,124816.52,0.008011,999.9051417,-5.6,-0.56,0,0.00,-3.66,-0.37,-642.76,-6.43
172,Exit long,2025-10-07 00:10,Close entry(s) order Long,124415.96,0.008031,999.9929752,-4.81,-0.48,0,0.00,-2.9,-0.29,-647.56,-6.48
172,Entry long,2025-10-07 00:07,Long,124516.62,0.008031,999.9929752,-4.81,-0.48,0,0.00,-2.9,-0.29,-647.56,-6.48
173,Exit long,2025-10-07 00:23,Close entry(s) order Long,124409.58,0.008032,999.9490608,-4.69,-0.47,0,0.00,-2.85,-0.28,-652.25,-6.52
173,Entry long,2025-10-07 00:14,Long,124495.65,0.008032,999.9490608,-4.69,-0.47,0,0.00,-2.85,-0.28,-652.25,-6.52
174,Exit long,2025-10-07 01:17,Close entry(s) order Long,124430.25,0.008026,999.9575743,-5.28,-0.53,0,0.00,-3.28,-0.33,-657.53,-6.58
174,Entry long,2025-10-07 00:44,Long,124589.78,0.008026,999.9575743,-5.28,-0.53,0,0.00,-3.28,-0.33,-657.53,-6.58
175,Exit long,2025-10-07 01:56,Close entry(s) order Long,124513.58,0.008025,999.9736627,-4.75,-0.47,0,0.00,-3.4,-0.34,-662.28,-6.62
175,Entry long,2025-10-07 01:41,Long,124607.31,0.008025,999.9736627,-4.75,-0.47,0,0.00,-3.4,-0.34,-662.28,-6.62
176,Exit long,2025-10-07 02:19,Close entry(s) order Long,124462.54,0.008029,999.9442655,-4.63,-0.46,0,0.00,-2.68,-0.27,-666.91,-6.67
176,Entry long,2025-10-07 01:57,Long,124541.57,0.008029,999.9442655,-4.63,-0.46,0,0.00,-2.68,-0.27,-666.91,-6.67
177,Exit long,2025-10-07 02:36,Close entry(s) order Long,124392.24,0.008028,999.8876408,-5.26,-0.53,0,0.00,-3.42,-0.34,-672.18,-6.72
